X,Y,name,qs_id,gn_id,woe_id,gn_pop,placetype,gn_fcode,name_adm1,gn_country,woe_adm0,name_adm0,photos,photos_all,photos_1k,photos_9k,photos_sr,photos_9r,pop_sr,aaroncc,actionplan,_placetype,_newplan,wof_id
11.4905,6.08303,Bankim,278283,2230285,,5727,,PPL,,CM,,,,,,,0,0,5,CM,3,locality,import,
5.05,9.28333,Mokwa,278494,2329981,,21128,,PPL,,NG,,,,,,,0,0,7,NG,3,locality,import,
8.44333,36.89556,El Kala,278719,2497988,,35449,,PPL,,DZ,,,,,,,0,0,7,DZ,3,locality,import,
120.7,16.56667,Atok,88499,1729970,,18007,,ADM3,,PH,,,,,,,0,0,6,PH,3,localadmin,import,
-77.69836,18.05336,Santa Cruz,95688,3488620,,8217,,PPL,,JM,,,,,,,0,0,5,JM,3,locality,import,
-73.51126,8.00151,San Martín,96580,3792385,,7029,,PPL,,CO,,,,,,,0,0,5,CO,3,locality,import,
-90.28333,15.81667,Chisec,279812,3598415,,17018,,PPL,,GT,,,,,,,0,0,6,GT,3,locality,import,
32.53861,1.97556,Apac,123636,235130,,11776,,PPLA2,,UG,,,,,,,0,0,6,UG,3,locality,import,
36.1,4.83333,Lobuni,124199,331968,,3363,,PPL,,ET,,,,,,,0,0,4,ET,3,locality,import,
101.98368,20.69229,Muang Xay,133869,1655078,,25000,,PPLA,,LA,,,,,,,0,0,7,LA,3,locality,import,
125.41667,7.23333,Tuli,133959,1680844,,3643,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
124.37,8.57694,Matangad,134836,1700433,,2825,,PPL,,PH,,,,,,,0,0,4,PH,3,locality,import,
10.38441,5.1959,Ngou,139092,2234842,,7560,,PPL,,CM,,,,,,,0,0,5,CM,3,locality,import,
11.4944,12.4904,Dapchi,139766,2345172,,14077,,PPL,,NG,,,,,,,0,0,6,NG,3,locality,import,
1.88198,6.40764,Comé,139937,2394824,,29208,,PPL,,BJ,,,,,,,0,0,7,BJ,3,locality,import,
-13.06278,8.58167,Pepel,139962,2404607,,4462,,PPL,,SL,,,,,,,0,0,4,SL,3,locality,import,
10.95756,36.72818,Menzel Heurr,140124,2469258,,4717,,PPL,,TN,,,,,,,0,0,4,TN,3,locality,import,
-171.6544,-14.03147,Tafatafa,586074,4035003,,224,,PPL,,WS,,,,,,,0,0,2,WS,3,locality,import,
-171.56961,-13.94284,Taelefaga,586076,4035007,,183,,PPL,,WS,,,,,,,0,0,1,WS,3,locality,import,
-171.94491,-13.81464,Satui,586084,4035050,,104,,PPL,,WS,,,,,,,0,0,1,WS,3,locality,import,
-172.69436,-13.51742,Sataua,586087,4035056,,771,,PPL,,WS,,,,,,,0,0,2,WS,3,locality,import,
-171.42635,-14.00122,Samusu,586094,4035071,,686,,PPL,,WS,,,,,,,0,0,2,WS,3,locality,import,
-172.0411,-13.83758,Samea,586095,4035073,,150,,PPL,,WS,,,,,,,0,0,1,WS,3,locality,import,
-171.55564,-13.91204,Saletele,586101,4035090,,160,,PPL,,WS,,,,,,,0,0,1,WS,3,locality,import,
-172.33521,-13.44894,Sale’aula,586102,4035099,,597,,PPL,,WS,,,,,,,0,0,2,WS,3,locality,import,
43.31976,16.29835,Qaryat ar Ruwāsah,699129,7761139,,8,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.32829,16.30699,Al Jihāfir,699167,7761177,,11,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.3186,16.31435,Al Maḩūfah,699168,7761178,,6,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.32032,16.30682,Al Jarūbah,699169,7761179,,11,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.37795,16.29629,Ar Rifāf,699170,7761180,,5,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.37697,16.29436,Ḩadibat al Bissah,699171,7761181,,6,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.37819,16.2728,Al Mishraqī,699239,7761247,,3,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.37548,16.27002,Al Athilah,699240,7761248,,4,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.38482,16.2838,Ţawaf al Mishāḩ,699241,7761249,,3,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.38253,16.27867,Al Maswaq,699242,7761250,,4,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.33318,16.27902,Al Qal‘ah al Ḩamrā’,699578,7779463,,3,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.32744,16.28335,Al Ḩawq ash Sharqī,699579,7779464,,2,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.32666,16.30188,As Sawdī al Ghāwīyah,699580,7779465,,5,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.37407,16.29126,Al ‘Uqlā’,699581,7779466,,1,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.388,16.35506,Al ‘Adilah,699969,7783316,,10,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.38862,16.36203,An Nāzi‘,699970,7783317,,3,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.38224,16.36559,An Nimah,699971,7783318,,1,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.38103,16.3672,Al Ḩalḩal,699972,7783320,,3,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.37837,16.36642,Al ‘Ashah,699973,7783321,,4,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.3826,16.32255,Makhir ash Shiqqah,699996,7783344,,3,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.38255,16.31976,Makhir al Qīmah,699997,7783345,,2,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.38429,16.32136,Al Ghubayb,699998,7783346,,13,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.38366,16.32395,Al Jabar,699999,7783347,,3,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.38279,16.32438,Qal‘at al Malik,700000,7783348,,4,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.38266,16.32133,Dhirā‘ al Qīmah,700001,7783349,,3,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.38047,16.32581,Majliḩ,700002,7783350,,3,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.38589,16.32732,Al ‘Uwayrah,700003,7783351,,1,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.37384,16.33831,Al ‘Arājah,700012,7783360,,8,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.37944,16.33764,Al Khaw,700013,7783361,,10,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.37586,16.34158,Al Ḩumaysh,700014,7783362,,6,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.37815,16.3442,Qibāqab,700015,7783363,,3,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.37762,16.34458,Shurūkh al ‘Ulbah,700016,7783364,,2,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.37714,16.34506,Aţ Ţubruq,700017,7783365,,4,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.37654,16.34485,Khirāb ash Shaybah,700018,7783366,,3,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.37733,16.34543,Al Liwālá,700019,7783367,,2,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.36132,16.34458,Al Qīmah,700032,7783380,,2,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.36332,16.3445,Al Wijār,700033,7783381,,3,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.36243,16.34412,Al Ḩamrah,700034,7783382,,1,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.3625,16.34351,Sha‘b Makwa‘,700035,7783383,,3,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.36316,16.3426,Al Qulfa‘,700036,7783384,,2,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.36373,16.34362,Al Khurshibah,700037,7783385,,3,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.36165,16.34527,Sha‘b ash Shawḩī,700038,7783386,,1,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.36456,16.34134,Sha‘b ar Rabī‘,700039,7783387,,2,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.37548,16.35074,Bayt al Jallāl,700040,7783388,,6,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.37306,16.35442,Al Ḩadab,700041,7783389,,1,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.37306,16.35634,Al Ḩadīyah,700042,7783390,,2,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.372,16.35778,Diman Raḩānah,700043,7783391,,2,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.37461,16.35045,Al Manāyish,700044,7783392,,4,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.34058,16.33927,Shajā‘at aş Şarw,700072,7783420,,4,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.11316,17.03582,Ad Dafnah,700353,7789651,,9,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.1101,17.03554,Sūq Kitāf,700354,7789652,,11,,MKT,,YE,,,,,,,0,0,1,YE,3,locality_funky,import,
44.08911,17.01112,Mawram,700355,7789653,,2,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.0967,17.01762,Al ‘Ādīyah,700356,7789654,,16,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.19089,16.55502,Milfāj,700620,7794837,,1,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.20048,16.5537,Midhāb,700621,7794838,,1,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.21523,16.53886,As Sāddah,700622,7794839,,1,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.00123,16.68785,Tibrah,700641,7794858,,3,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.25092,16.59341,Al Ḩidā’ī,700657,7794876,,5,,PPLX,,YE,,,,,,,0,0,1,YE,3,neighbourhood,import,
44.25679,16.57972,Bi’r Si‘dān,700948,7795184,,19,,PPLX,,YE,,,,,,,0,0,1,YE,3,neighbourhood,import,
44.25811,16.57968,Āl ‘Āţif,700949,7795185,,15,,PPLX,,YE,,,,,,,0,0,1,YE,3,neighbourhood,import,
44.2578,16.57844,Wāsiţ,700950,7795186,,18,,PPLX,,YE,,,,,,,0,0,1,YE,3,neighbourhood,import,
44.31982,16.55464,Maqām al Qāḑī,700978,7795214,,2,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.34584,16.56649,Al Hijrah,700979,7795216,,12,,PPLX,,YE,,,,,,,0,0,1,YE,3,neighbourhood,import,
44.34532,16.56488,Al Jawwah,700980,7795217,,37,,PPLX,,YE,,,,,,,0,0,1,YE,3,neighbourhood,import,
44.34331,16.5682,Al Qurayḑ,700981,7795218,,24,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.34875,16.57406,Sha‘b Abū Kharaş,700982,7795219,,18,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.34033,16.56827,Al Khabţan,700983,7795220,,7,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.33167,16.56371,An Najād,700984,7795221,,4,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.34026,16.56347,Dhī Ḩusayn,700985,7795222,,6,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.38619,16.58446,Sar‘ān,700986,7795223,,4,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
33.65,-9.25,Tukuyu,273721,149437,,28398,,PPL,,TZ,,,,,,,0,0,9,TZ,3,locality,import,
20.58638,-4.33112,Ilebo,273741,215976,,107093,,PPL,,CD,,,,,,,0,0,9,CD,3,locality,import,
48.4626,34.03897,Famast,161033,6949363,,1081,,PPL,,IR,,,,,,,0,0,3,IR,3,locality,import,
105.72776,9.29414,Thành phố Bạc Liêu,274037,1591474,,107911,,PPLA,,VN,,,,,,,0,0,12,VN,3,locality,import,
81.5821,49.7105,Bakyrshik,1031843,1526021,,4209,,PPL,,KZ,,,,,,,0,0,4,KZ,3,locality,import,
43.7265,16.26694,Ghārib Rajiḩ,741583,7849456,,4,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.74824,16.29396,Ad Daḩrah,741584,7849457,,22,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.74367,16.28914,Al Hijrah,741585,7849458,,13,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.71356,16.30108,Qarn Jamāl,741586,7849459,,14,,PPLX,,YE,,,,,,,0,0,1,YE,3,neighbourhood,import,
43.71128,16.30195,Al Ḩadabī,741587,7849460,,35,,PPLX,,YE,,,,,,,0,0,1,YE,3,neighbourhood,import,
43.72349,16.3083,Dhū Manşūr,741588,7849461,,6,,PPLF,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.7169,16.28898,Al Junādirah,741589,7849462,,29,,PPLL,,YE,,,,,,,0,0,1,YE,3,locality,import,
-56.44028,-25.44444,Coronel Oviedo,1044690,3438819,,51286,,PPLA,,PY,,,,,,,0,0,8,PY,3,locality,import,
43.70995,16.30559,Qarn Kuḩayl,741590,7849463,,20,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.6976,16.31652,Ash Shawāqī,741591,7849464,,19,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.34209,16.54496,Al Qawād,741726,7854781,,7,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.33064,16.59765,Aş Şarābī,741727,7854782,,5,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.28871,16.54982,Aḑ Ḑamārīyah,741805,7854860,,3,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.28245,16.53458,Al Qashāţ al A‘lá,741814,7854870,,4,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.2905,16.53556,Al Manjaf,741815,7854871,,1,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.28745,16.54217,Al Madwī,741816,7854872,,3,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.29954,16.59353,Al Miqsha‘ah,741817,7854873,,8,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.30874,16.60352,Az̧ Z̧al‘ah,741818,7854874,,4,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.30639,16.60303,Ar Rudayḩ,741819,7854875,,6,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.3167,16.66255,Madraj ath Thū‘ah,741915,7854978,,5,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.30071,16.63778,Ar Rūniḩ,741972,7855040,,3,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.29724,16.66276,Al Qa‘wad,741973,7855041,,1,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.29782,16.66388,Al Marānīyah,741974,7855042,,1,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.29832,16.66438,Ash Sha‘bah,741975,7855043,,1,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.30144,16.66825,Al Shalakh,741978,7855046,,2,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.3005,16.66701,Shaţţ ash Shāraf,741979,7855047,,1,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.29721,16.66598,Ar Rākibah,741980,7855048,,3,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.292,16.6927,Bayt an Nuqayl,742010,7855083,,1,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.29378,16.69387,Thāhir al ‘Aqam,742011,7855084,,23,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.30382,16.67259,Ash Shājin,742012,7855085,,1,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.30224,16.67404,Al Jafr,742013,7855087,,2,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.3081,16.67332,Aş Şarw,742014,7855089,,1,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.30391,16.67596,Sirr Ghaythān,742015,7855091,,3,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.36717,16.68453,Ţalḩah,742130,7855212,,1,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.3271,16.64777,Ash Shirānī,742206,7855294,,3,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.32628,16.6552,Al Maḩthabī,742207,7855295,,4,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.3306,16.65398,Ghārib as Sahw,742208,7855296,,3,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.33218,16.63916,Wa‘īr al Marwa‘,742209,7855297,,1,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.32971,16.63542,Al Qullah,742210,7855298,,1,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.43608,17.39842,Mu‘ayyin ‘Āmir,742373,7856452,,7,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.44185,17.4364,Al ‘Ashshah,742375,7856454,,23,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.44753,17.4367,Al ‘Aynī as Sawdā’,742376,7856455,,5,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.44818,17.44234,Āl ‘Uslān,742377,7856456,,28,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.44743,17.40142,Āl al Waghbī,742380,7856459,,31,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.27413,17.40342,Dhirā‘ ash Shaqqah,742471,7856551,,1,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.27466,17.40185,Bayn ash Shibābayn,742472,7856552,,1,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.27607,17.40136,Al Jufrā’,742473,7856553,,1,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.27594,17.40099,Al Kitf,742474,7856554,,1,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.29115,17.398,Ath Thihārah,742476,7856556,,3,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.26619,17.38285,At Tir‘ān,742477,7856557,,2,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.26423,17.38406,Al Faḩil,742478,7856558,,2,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.25523,17.3809,As Sil‘ah,742479,7856559,,1,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.27589,17.4036,Ḑaḩīyah,742510,7856593,,2,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.26675,17.39602,Adh Dhirā‘,742511,7856594,,1,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.26475,17.38967,Al ‘Ubayd,742512,7856595,,1,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.26594,17.38578,Al Bārik,742513,7856596,,2,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.25564,17.3927,Ash Shaqrah,742514,7856597,,5,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.38232,17.29334,Āl Mas‘ir,742577,7856662,,13,,PPLX,,YE,,,,,,,0,0,1,YE,3,neighbourhood,import,
43.37981,17.29824,Āl Şabḩān,742578,7856663,,10,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.37945,17.29995,Kuhlān,742579,7856664,,12,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.3786,17.28792,Al Ḩaqlayn,742580,7856665,,20,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.38348,17.305,Aş Şawḩ,742581,7856666,,4,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.38899,17.30762,Āl Siyār,742582,7856667,,7,,PPLX,,YE,,,,,,,0,0,1,YE,3,neighbourhood,import,
45.49148,15.57798,Āl Sa‘dā’,742788,7861455,,5,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.32871,17.0063,Al Mazra‘ah,742872,7865246,,2,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.33124,17.00991,Nayd Maktūf,742873,7865247,,8,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.32978,17.00888,Gharrat Barkah,742874,7865248,,1,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.42252,17.03806,Al ‘Unaybīn,742875,7865249,,35,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.39365,17.06704,Aţ Ţawīl,742876,7865250,,3,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.389,17.07405,‘Ajājah,742877,7865251,,7,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.40836,17.09724,‘Aqāris,742878,7865252,,7,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.4615,17.11569,Fatāḩ,742879,7865253,,7,,PPLX,,YE,,,,,,,0,0,1,YE,3,neighbourhood,import,
43.46224,17.11496,Al Ḩişn,742880,7865254,,15,,PPLX,,YE,,,,,,,0,0,1,YE,3,neighbourhood,import,
43.26618,17.13692,Jirā‘ Dāhim,742995,7865373,,1,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.26913,17.13407,Al Ḩāyirah,742996,7865374,,3,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.31572,17.18458,Ra’s an Nuqayl,742997,7865375,,8,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.31787,17.19044,Ḩubayl ‘Umar,742998,7865376,,2,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.3161,17.1884,Al Hajirah,742999,7865377,,14,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.28444,17.20404,Nayd al Fiz̧ār,743000,7865378,,2,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.32799,17.01621,Nuqayl al Ḩimrār,743060,7866886,,3,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.32692,17.01757,Nuqayl al ‘Ayniyāt,743061,7866887,,1,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.32769,17.01804,Lawḩ al Jifrah,743062,7866888,,1,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.40358,17.2307,An Nafs,743063,7866889,,2,,PPLX,,YE,,,,,,,0,0,1,YE,3,neighbourhood,import,
43.45326,17.21821,Āl ‘Alī,743074,7866900,,57,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.44683,17.22008,Ḩadqān,743075,7866901,,5,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.41352,17.00874,Al Ḩillah al ‘Ulyā,743076,7866902,,38,,PPLX,,YE,,,,,,,0,0,1,YE,3,neighbourhood,import,
43.40857,17.00641,Al Ḩillah as Suflá,743077,7866903,,18,,PPLX,,YE,,,,,,,0,0,1,YE,3,neighbourhood,import,
43.40301,17.02788,Ikhbāb,743078,7866904,,6,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.40535,17.05553,Alt at Tihāmī,743079,7866905,,9,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.4586,17.12698,Āl al Jumayrah,743080,7866906,,40,,PPLX,,YE,,,,,,,0,0,1,YE,3,neighbourhood,import,
43.45866,17.12862,Āl al Wahabī,743081,7866907,,22,,PPLX,,YE,,,,,,,0,0,1,YE,3,neighbourhood,import,
43.49519,17.09621,Al Khabl,743086,7866912,,41,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.37877,17.18259,Al Ḩillah,743087,7866913,,8,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.37328,17.18392,Āl Shā‘ib,743088,7866914,,16,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.39547,17.16298,Āl Waqqār,743089,7866915,,7,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
-75.90476,9.72843,Localandia,743655,7874696,,15,,PPL,,CO,,,,,,,0,0,1,CO,3,locality,import,
44.14064,15.44916,Al Ḩājib,743922,7890498,,46,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.12762,15.45559,‘Ashar,743923,7890499,,81,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.14515,15.45507,Al Jawwah,743924,7890500,,95,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.16058,15.45957,Al Ḩaḑn,743925,7890501,,43,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.16899,15.45881,Bayt Manşar,743926,7890502,,36,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.24639,15.47297,Al Lakimah Bayt ‘Uds,743927,7890503,,52,,FRMS,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.25808,15.4899,Bayt ar Rafīq,743928,7890505,,20,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
44.26737,15.43256,Qurayn,743933,7890510,,17,,FRMS,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.44057,16.84825,Al ‘Urr,744356,7900587,,10,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.40514,16.83582,As Sahilah,744359,7900590,,6,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.37733,16.84849,Āl al Ma‘walī,744465,7901013,,15,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.37552,16.85281,Āl Nişār,744466,7901014,,3,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.42979,16.82855,Al Jihād,744467,7901015,,3,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.62154,16.05035,Aḑ Ḑayyiq,745522,7927520,,9,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.60707,16.04462,Maḩwīr,745523,7927521,,4,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.68069,16.04418,Ash Sharyah al ‘Ulyā,750003,8020661,,1,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.67785,16.0491,Ash Sharyah as Suflá,750004,8020662,,1,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.66178,16.07459,Ghallat Suwaydān,750005,8020663,,2,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.42077,17.5224,Imşāḩ,750123,8021607,,14,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.46462,17.50747,Ash Shuţbah,750124,8021608,,4,,FRM,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.4171,17.53128,Khushbān,750125,8021609,,10,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.37958,17.5071,Al Jurb al Qabr,750126,8021610,,24,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.3249,17.50367,Al Juḩfā’,750136,8021620,,1,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.31368,17.51323,Al Ghāyirah,750137,8021622,,2,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.31521,17.51113,Ar Rudayhah,750138,8021623,,3,,PPLL,,YE,,,,,,,0,0,1,YE,3,locality,import,
43.30953,17.51256,Al Jumaymah,750139,8021625,,2,,PPL,,YE,,,,,,,0,0,1,YE,3,locality,import,
