,X,Y,name,qs_id,gn_id,woe_id,gn_pop,placetype,gn_fcode,name_adm1,gn_country,woe_adm0,name_adm0,photos,photos_all,photos_1k,photos_9k,photos_sr,photos_9r,pop_sr,aaroncc,actionplan,_placetype,_newplan,wof_id
65084,77.146372,32.733292,Lahaul,896178,,29214393.0,,Town,,Himachal Pradesh,,23424848.0,India,30.0,30.0,6.0,1.0,2,2,0,IN,9.0,locality,import,
65085,77.21068,28.660277,Sadar Bazar Area,1233347,,29215729.0,,Suburb,,Delhi,,23424848.0,India,34.0,34.0,7.0,1.0,2,2,0,IN,9.0,neighbourhood,import,
65086,76.91552,10.97509,Perur,1301374,1259853.0,2284258.0,8341.0,Town,PPL,Tamil Nadu,IN,23424848.0,India,,1.0,,1.0,0,1,5,IN,10.0,locality,import,
65087,73.054404,27.94635,Chandasar,1302491,,29062712.0,,Town,,Rajasthan,,23424848.0,India,45.0,45.0,9.0,1.0,2,2,0,IN,9.0,locality,import,
65088,73.00724,18.049928,Shrivardhan,1248677,,2292821.0,,Town,,Maharashtra,IN,23424848.0,India,167.0,167.0,34.0,1.0,4,4,0,IN,4.0,locality,import,
65089,77.206935,9.98656,Poopara,912744,,55923517.0,,Town,,Kerala,,23424848.0,India,19.0,19.0,4.0,1.0,1,1,0,IN,9.0,locality,import,
65090,75.790128,11.257162,Cheruvannur,1249499,,2294437.0,,Town,,Kerala,,23424848.0,India,32.0,32.0,6.0,1.0,2,2,0,IN,9.0,locality,import,
65091,77.11853,28.643999,New Delhi,1249825,,2295019.0,,Town,,Delhi,,23424848.0,India,1222.0,69308.0,248.0,307.0,11,25,0,IN,9.0,locality,import,
65092,76.362361,10.157646,Chengamanad,1287955,,28999157.0,,Town,,Kerala,,23424848.0,India,53.0,53.0,11.0,1.0,2,2,0,IN,9.0,locality,import,
65093,74.503097,15.838251,Belgaum Cantt,1287956,,28999182.0,,Town,,Karnataka,,23424848.0,India,59.0,59.0,12.0,1.0,2,2,0,IN,9.0,locality,import,
65094,74.509277,14.033095,Venkatapura,1287957,,28999184.0,,Town,,Karnataka,IN,23424848.0,India,43.0,43.0,9.0,1.0,2,2,0,IN,4.0,locality,import,
65095,81.884536,25.430097,Jhusi Kohna,1287958,,28999911.0,,Town,,Uttar Pradesh,,23424848.0,India,53.0,184.0,11.0,1.0,2,4,0,IN,9.0,locality,import,
65096,74.798084,12.99217,Thokur-62,1287973,,29000185.0,,Town,,Karnataka,,23424848.0,India,56.0,56.0,11.0,1.0,2,2,0,IN,9.0,locality,import,
65097,76.949347,11.046226,Vellakinar,1287974,,29000240.0,,Town,,Tamil Nadu,,23424848.0,India,53.0,53.0,11.0,1.0,2,2,0,IN,9.0,locality,import,
65098,78.773517,10.787105,Thiruverumbur,1287975,,29000247.0,,Town,,Tamil Nadu,,23424848.0,India,29.0,29.0,6.0,1.0,2,2,0,IN,9.0,locality,import,
65099,79.874382,23.108786,Chaukital,1287994,,29028902.0,,Town,,Madhya Pradesh,,23424848.0,India,43.0,43.0,9.0,1.0,2,2,0,IN,9.0,locality,import,
65100,80.213584,13.148358,Sembarambakkam,1288013,,29082990.0,,Suburb,,Tamil Nadu,,23424848.0,India,43.0,43.0,9.0,1.0,2,2,0,IN,9.0,neighbourhood,import,
65101,76.02127,10.795368,Vattamkulam,1288048,,29132481.0,,Town,,Kerala,,23424848.0,India,120.0,120.0,24.0,1.0,3,3,0,IN,9.0,locality,import,
65102,75.020227,12.681037,Bayar,1288051,,29132179.0,,Town,,Kerala,,23424848.0,India,33.0,33.0,7.0,1.0,2,2,0,IN,9.0,locality,import,
65103,76.35807,9.7836665,Thaikattussery,1288083,,29132972.0,,Town,,Kerala,,23424848.0,India,28.0,28.0,6.0,1.0,2,2,0,IN,9.0,locality,import,
65104,76.289911,9.686175,Cherthala North,1288084,,29132975.0,,Town,,Kerala,,23424848.0,India,37.0,37.0,7.0,1.0,2,2,0,IN,9.0,locality,import,
65105,79.072551,30.925788,Tapoban,1288126,,29214384.0,,Town,,Uttarakhand,,23424848.0,India,122.0,122.0,25.0,1.0,3,3,0,IN,9.0,locality,import,
65106,88.384323,22.9104145,Bandel,1288137,,29214444.0,,Town,,West Bengal,,23424848.0,India,50.0,50.0,10.0,1.0,2,2,0,IN,9.0,locality,import,
65107,78.408479,30.34325,Chamba,1291397,,29000358.0,,Town,,Uttarakhand,,23424848.0,India,203.0,203.0,41.0,1.0,4,4,0,IN,9.0,locality,import,
65108,73.776497,18.44281,Khadakvasala,1292551,,55807313.0,,Town,,Maharashtra,,23424848.0,India,123.0,123.0,25.0,1.0,3,3,0,IN,9.0,locality,import,
65109,76.350517,10.264164,Koratty,1295327,,28999956.0,,Town,,Kerala,,23424848.0,India,105.0,105.0,21.0,1.0,3,3,0,IN,9.0,locality,import,
65110,82.975533,25.334708,Sadar Bazar Area,1295945,,55951524.0,,Suburb,,Uttar Pradesh,,23424848.0,India,99.0,99.0,20.0,1.0,3,3,0,IN,9.0,neighbourhood,import,
65111,77.1094635,31.962275,Sultan Pur,1296808,,55958100.0,,Suburb,,Himachal Pradesh,,23424848.0,India,28.0,28.0,6.0,1.0,2,2,0,IN,9.0,neighbourhood,import,
65112,73.90623,17.6581305,Parali,1301189,,29043888.0,,Town,,Maharashtra,,23424848.0,India,42.0,42.0,9.0,1.0,2,2,0,IN,9.0,locality,import,
65113,73.125061,17.747051,Karde,1301210,,29044184.0,,Town,,Maharashtra,IN,23424848.0,India,62.0,62.0,13.0,1.0,2,2,0,IN,4.0,locality,import,
65114,73.501925,15.9867045,Devbag,1301244,,29044739.0,,Town,,Maharashtra,,23424848.0,India,44.0,44.0,9.0,1.0,2,2,0,IN,9.0,locality,import,
65115,93.401403,26.611177,No.1 Kohora,1308574,,29153647.0,,Town,,Assam,,23424848.0,India,61.0,61.0,12.0,1.0,2,2,0,IN,9.0,locality,import,
65116,77.61695,13.14384,Hunasamaranahalli,1310877,6695224.0,29000445.0,0.0,Town,PPL,Karnataka,IN,23424848.0,India,104.0,104.0,21.0,1.0,3,3,0,IN,10.0,locality,import,
65117,78.60627,17.32844,Hayatnagar,1311449,1445365.0,55924685.0,0.0,Suburb,PPL,Andhra Pradesh,IN,23424848.0,India,1.0,1.0,1.0,1.0,1,1,0,IN,10.0,neighbourhood,import,
65118,77.56174,12.90573,Kumaraswamy Layout,1311450,6692880.0,55924809.0,0.0,Suburb,PPL,Karnataka,IN,23424848.0,India,2.0,2.0,1.0,1.0,1,1,0,IN,10.0,neighbourhood,import,
65119,77.1715245,32.2932535,Buruwa,1311481,,29195195.0,,Town,,Himachal Pradesh,,23424848.0,India,116.0,116.0,24.0,1.0,3,3,0,IN,9.0,locality,import,
65120,77.212901,28.554346,Gulmohar Enclave,1313403,,29215167.0,,Suburb,,Delhi,,23424848.0,India,41.0,41.0,8.0,1.0,2,2,0,IN,9.0,neighbourhood,import,
65121,77.604675,12.971187,Hebbal,1313599,,55924895.0,,Suburb,,Karnataka,,23424848.0,India,1.0,1.0,1.0,1.0,1,1,0,IN,9.0,neighbourhood,import,
65122,78.202314,31.506397,Baspa Valley,1328982,,29214403.0,,Town,,Himachal Pradesh,,23424848.0,India,47.0,47.0,10.0,1.0,2,2,0,IN,9.0,locality,import,
65123,73.868014,15.495383,Chimbel,1344614,,55924318.0,,Town,,Goa,,23424848.0,India,44.0,44.0,9.0,1.0,2,2,0,IN,9.0,locality,import,
65124,78.450136,17.416274,Kairatabad West,1344636,,55924518.0,,Suburb,,Andhra Pradesh,,23424848.0,India,188.0,188.0,38.0,1.0,4,4,0,IN,9.0,neighbourhood,import,
65125,73.036422,26.296492,Pavta,1346578,,55957577.0,,Suburb,,Rajasthan,,23424848.0,India,40.0,40.0,8.0,1.0,2,2,0,IN,9.0,neighbourhood,import,
65126,75.809848,26.871128,AG Colony,1346817,,55959341.0,,Suburb,,Rajasthan,,23424848.0,India,30.0,30.0,6.0,1.0,2,2,0,IN,9.0,neighbourhood,import,
65127,73.486862,16.035584,Tarkarli,1352695,,29044737.0,,Town,,Maharashtra,,23424848.0,India,181.0,181.0,37.0,1.0,4,4,0,IN,9.0,locality,import,
65128,76.63333,9.16667,Karakulam,15714,1255068.0,29132132.0,0.0,Town,PPL,Kerala,IN,23424848.0,India,22.0,22.0,4.0,1.0,1,1,0,IN,10.0,locality,import,
65129,80.33333,17.5,Khammam,19145,1267077.0,12586335.0,0.0,County,ADM2,Andhra Pradesh,IN,23424848.0,India,5.0,175.0,1.0,1.0,1,4,0,IN,10.0,county,import,
65130,78.74681,13.20074,Palamaner,276295,1260674.0,2294164.0,42179.0,Town,PPL,Andhra Pradesh,IN,23424848.0,India,,1.0,,1.0,0,1,7,IN,10.0,locality,import,
65131,78.06358,28.17222,Pahasu,276298,1260868.0,2291217.0,18854.0,Town,PPL,Uttar Pradesh,IN,23424848.0,India,,,,,0,0,6,IN,10.0,locality,import,
65132,78.38673,29.32396,Nehtaur,276306,1261415.0,2291129.0,48389.0,Town,PPL,Uttar Pradesh,IN,23424848.0,India,,1.0,,1.0,0,1,7,IN,10.0,locality,import,
65133,76.49408,22.06643,Mundi,276327,1262504.0,2292501.0,11409.0,Town,PPL,Madhya Pradesh,IN,23424848.0,India,,,,,0,0,6,IN,10.0,locality,import,
65134,78.93763,22.05795,Chhindwara,276428,1274304.0,2295117.0,134847.0,Town,PPL,Madhya Pradesh,IN,23424848.0,India,,3.0,,1.0,0,1,9,IN,10.0,locality,import,
65135,87.51667,22.73333,Chandana,276435,1274699.0,29013800.0,21855.0,Town,PPL,West Bengal,IN,23424848.0,India,,,,,0,0,7,IN,10.0,locality,import,
65136,81.43262,23.16524,Bodri,276443,1275384.0,2289412.0,14491.0,Town,PPL,Madhya Pradesh,IN,23424848.0,India,,,,,0,0,6,IN,10.0,locality,import,
65137,80.75637,26.2239,Bhagwant Nagar,276450,1276275.0,2288752.0,6596.0,Town,PPL,Uttar Pradesh,IN,23424848.0,India,,,,,0,0,5,IN,10.0,locality,import,
65138,75.23268,23.02181,Badnara,276473,1277970.0,29023550.0,18790.0,Town,PPL,Madhya Pradesh,IN,23424848.0,India,,,,,0,0,6,IN,10.0,locality,import,
65139,73.87482,15.59337,Aldona,276489,1279045.0,2272881.0,6606.0,Town,PPL,Goa,IN,23424848.0,India,44.0,44.0,9.0,1.0,2,2,5,IN,10.0,locality,import,
65140,84.928436,19.276916,Uppalaputi,43093,,29054716.0,,Town,,Orissa,,23424848.0,India,34.0,34.0,7.0,1.0,2,2,0,IN,9.0,locality,import,
65141,80.229313,13.051511,United India Colony,70149,,55925647.0,,Suburb,,Tamil Nadu,,23424848.0,India,27.0,27.0,5.0,1.0,2,2,0,IN,9.0,neighbourhood,import,
65142,77.2606225,28.577307,Sidhartha Nagar,124644,,29215476.0,,Suburb,,Delhi,,23424848.0,India,8.0,8.0,2.0,1.0,1,1,0,IN,9.0,neighbourhood,import,
65143,74.868736,31.635875,Hussain Pura,128267,,55957026.0,,Suburb,,Punjab,,23424848.0,India,2.0,2.0,1.0,1.0,1,1,0,IN,9.0,neighbourhood,import,
65144,74.868736,31.635875,Lohgarh,128268,,55957037.0,,Suburb,,Punjab,,23424848.0,India,1.0,1.0,1.0,1.0,1,1,0,IN,9.0,neighbourhood,import,
65145,78.93667,26.51056,Umari,131100,1253796.0,29094760.0,9364.0,Town,PPL,Uttar Pradesh,IN,23424848.0,India,,,,,0,0,5,IN,10.0,locality,import,
65146,75.87548,12.29617,Siddapura,131236,1256386.0,2286377.0,0.0,Town,PPL,Karnataka,IN,23424848.0,India,92.0,92.0,19.0,1.0,3,3,3,IN,10.0,locality,import,
65147,75.23608,29.69224,Sardargarh,131262,1257191.0,29061005.0,17270.0,Town,PPL,Punjab,IN,23424848.0,India,,,,,0,0,6,IN,10.0,locality,import,
65148,69.60376,22.31038,Salaya,131288,1257638.0,2291626.0,30228.0,Town,PPL,Gujarat,IN,23424848.0,India,,7.0,,1.0,0,1,7,IN,10.0,locality,import,
65149,77.62924,31.44923,Rampur,131316,1258596.0,2294968.0,6206.0,Town,PPL,Himachal Pradesh,IN,23424848.0,India,91.0,91.0,18.0,1.0,3,3,5,IN,10.0,locality,import,
65150,81.40569,27.08483,Ram Nagar,131317,1258640.0,29103161.0,13490.0,Town,PPL,Uttar Pradesh,IN,23424848.0,India,,,,,0,0,6,IN,10.0,locality,import,
65151,81.95858,22.77704,Pendri,131395,1259924.0,29180420.0,12637.0,Town,PPL,Chhattisgarh,IN,23424848.0,India,,,,,0,0,6,IN,10.0,locality,import,
65152,76.77571,10.38956,Parambikulam,131416,1260383.0,2294576.0,0.0,Town,PPL,Kerala,IN,23424848.0,India,288.0,288.0,58.0,1.0,5,4,3,IN,10.0,locality,import,
65153,78.36865,11.91774,Reddipatti,131417,1260410.0,29077859.0,8852.0,Town,PPL,Tamil Nadu,IN,23424848.0,India,,,,,0,0,5,IN,10.0,locality,import,
